date,asset,open,high,low,close,volume
1999-01-22,NVIDIA,0.0401114949696889,0.0447671781292398,0.0355750015888571,0.0376048721373081,2714688000.0
1999-01-25,NVIDIA,0.0405891842926367,0.0420212793140181,0.0376048890701752,0.0415445268154144,510480000.0
1999-01-26,NVIDIA,0.0420212830500395,0.0428574358147694,0.0377240788410549,0.0383209399878978,343200000.0
1999-01-27,NVIDIA,0.0384401255901765,0.0393954681773824,0.036291067565862,0.0382017493247985,244368000.0
1999-01-28,NVIDIA,0.0382017436850628,0.0384401199152492,0.0378432622848092,0.0380816385149955,227520000.0
1999-01-29,NVIDIA,0.0380816548058196,0.0382017600272662,0.0362910777330398,0.0362910777330398,244032000.0
1999-02-01,NVIDIA,0.0362910656097229,0.0372464047299594,0.0362910656097229,0.0370080284774303,154704000.0
1999-02-02,NVIDIA,0.0362910568949578,0.0372463957857837,0.0330683827379672,0.0341429114341735,264096000.0
1999-02-03,NVIDIA,0.0336652455079675,0.0353366318371646,0.033425950537228,0.0348589606583118,75120000.0
1999-02-04,NVIDIA,0.0353366217724372,0.0377240582240748,0.0348589507296368,0.0367687195539474,181920000.0
1999-02-05,NVIDIA,0.0373655897083048,0.0382017423013563,0.0364111660594181,0.0378432609140872,136848000.0
1999-02-08,NVIDIA,0.0380816455973682,0.0382017507897725,0.0365303605794906,0.0365303605794906,154080000.0
1999-02-09,NVIDIA,0.0372463837832339,0.0374847633171776,0.0346196560841273,0.0350973270833492,86976000.0
1999-02-10,NVIDIA,0.0350973322075693,0.0360526709300195,0.0341429054165867,0.0347397662699222,148224000.0
1999-02-11,NVIDIA,0.0348589618431169,0.0391561650735947,0.0348589618431169,0.037724070250988,132240000.0
1999-02-12,NVIDIA,0.0382017372752371,0.0401115030844251,0.0382017372752371,0.0398731268942356,109728000.0
1999-02-16,NVIDIA,0.0405891718852266,0.0422605614077801,0.0360526744329391,0.0401115007698535,211008000.0
1999-02-17,NVIDIA,0.0391561511321049,0.039633822157119,0.0372463857943792,0.037962432950735,67728000.0
1999-02-18,NVIDIA,0.0391561602089516,0.0396338313446953,0.0374847740305945,0.0385593026876449,70704000.0
1999-02-19,NVIDIA,0.0382017372752371,0.0405891742273614,0.0377240661323008,0.0398731268942356,75360000.0
1999-02-22,NVIDIA,0.0405891718852266,0.0410668430005996,0.037962440131927,0.0401115007698535,205248000.0
1999-02-23,NVIDIA,0.0410668472738058,0.0428574233631577,0.0386794102110204,0.04202127084136,138096000.0
1999-02-24,NVIDIA,0.0482291722819817,0.0501398540743116,0.0442895342022001,0.0453640632331371,612768000.0
1999-02-25,NVIDIA,0.0472747334511883,0.0487068316590336,0.0432149911754564,0.04393195733428,149136000.0
1999-02-26,NVIDIA,0.0444096379338759,0.0458417330298428,0.0415445289791091,0.041902095079422,172608000.0
1999-03-01,NVIDIA,0.0429766227370283,0.0439319652798176,0.0401115138714647,0.0421413853764534,92160000.0
